timestamp,emotion,score
10-06-2026 10:44,neutral,46.78
10-06-2026 10:44,neutral,58.93
10-06-2026 10:44,neutral,58.93
10-06-2026 10:44,sad,39.11
10-06-2026 10:44,neutral,44.31
10-06-2026 10:44,fear,53.92
10-06-2026 10:44,surprise,60.65
10-06-2026 10:44,surprise,60.65
10-06-2026 10:44,fear,38.67
10-06-2026 10:44,fear,74.07
10-06-2026 10:44,angry,44.25
10-06-2026 10:44,angry,70.36
10-06-2026 10:44,angry,70.36
10-06-2026 10:44,disgust,43.41
10-06-2026 10:44,angry,72.34
10-06-2026 10:44,angry,65.47
10-06-2026 10:44,angry,47.16
10-06-2026 10:44,angry,67.83
10-06-2026 10:44,angry,67.83
10-06-2026 10:44,angry,70.05
10-06-2026 10:44,angry,65.84
10-06-2026 10:44,angry,78.51
10-06-2026 10:44,angry,74.16
10-06-2026 10:44,angry,83.46
10-06-2026 10:44,angry,58.06
10-06-2026 10:44,angry,58.06
10-06-2026 10:44,angry,71.3
10-06-2026 10:44,angry,67.13
10-06-2026 10:44,angry,72.3
10-06-2026 10:44,angry,59.24
10-06-2026 10:44,angry,59.24
10-06-2026 10:44,angry,42.6
10-06-2026 10:44,sad,35.83
10-06-2026 10:44,neutral,90.83
10-06-2026 10:44,neutral,86.89
10-06-2026 10:44,neutral,98.28
10-06-2026 10:44,neutral,98.28
10-06-2026 10:44,neutral,98.55
10-06-2026 10:44,neutral,97.99
10-06-2026 10:44,neutral,97.18
10-06-2026 10:44,neutral,98.81
10-06-2026 10:44,neutral,98.81
10-06-2026 10:44,neutral,88.88
10-06-2026 10:44,neutral,88.45
10-06-2026 10:44,neutral,94.36
10-06-2026 10:44,neutral,88.86
10-06-2026 10:44,neutral,79.94
10-06-2026 10:44,neutral,79.94
10-06-2026 10:44,neutral,61.74
10-06-2026 10:44,neutral,64.2
10-06-2026 10:44,neutral,60.6
10-06-2026 10:44,neutral,45.13
10-06-2026 10:44,neutral,45.13
10-06-2026 10:44,sad,69.38
10-06-2026 10:44,sad,81.4
10-06-2026 10:44,sad,79.62
10-06-2026 10:44,sad,79.62
10-06-2026 10:44,sad,82.31
10-06-2026 10:44,sad,76.76
10-06-2026 10:44,sad,82.79
10-06-2026 10:44,sad,82.65
10-06-2026 10:44,sad,62.54
10-06-2026 10:44,sad,50.11
10-06-2026 10:44,sad,50.11
10-06-2026 10:44,neutral,68.15
10-06-2026 10:44,neutral,69.1
10-06-2026 10:44,neutral,69.1
10-06-2026 10:44,neutral,81.11
10-06-2026 10:44,neutral,59.89
10-06-2026 10:44,neutral,66.11
10-06-2026 10:44,neutral,65.78
10-06-2026 10:44,neutral,60.65
10-06-2026 10:44,neutral,72.43
10-06-2026 10:44,neutral,69.87
10-06-2026 10:44,neutral,55.75
10-06-2026 10:44,neutral,57.96
10-06-2026 10:44,sad,99.86
10-06-2026 10:44,sad,99.86
10-06-2026 10:44,neutral,50.01
10-06-2026 10:44,neutral,58.3
10-06-2026 10:44,neutral,48.49
10-06-2026 10:44,neutral,57.55
10-06-2026 10:44,neutral,52.05
10-06-2026 10:44,neutral,51.54
10-06-2026 10:44,sad,40.89
10-06-2026 10:44,sad,51.69
10-06-2026 10:44,sad,44.66
10-06-2026 10:44,angry,41.77
10-06-2026 10:44,neutral,34.11
10-06-2026 10:44,neutral,40.3
